DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-03-04 14:39:06,1000,1995,0,1004.309,65.263,997.5,76,75810,0,0,0.261,1.42
2025-03-04 14:39:08,1000,2011,0,1003.37,66.6,1005.5,76,76418,0,0,0.376,1.688
2025-03-04 14:39:10,1000,1975,0,1004.58,64.74,987.5,76.009,75059,0,0,0.465,2.064
2025-03-04 14:39:12,1000,1519,0,1007.1,66.31,759.5,76,57722,0,0,0.464,2.043
2025-03-04 14:39:14,1000,2002,0,1004.117,66.598,1001,76,76076,0,0,0.55,2.152
2025-03-04 14:39:16,1000,1999,0,1003.557,65.216,999.5,75.613,75575.5,0,0,0.433,1.845
2025-03-04 14:39:18,1000,2033,0,1002.328,63.945,1016.5,73,74204.5,0,0,0.322,1.522
2025-03-04 14:39:20,1000,2017,0,1006.123,66.256,1008.5,73,73620.5,0,0,0.41,1.579
2025-03-04 14:39:22,1000,1955,0,1002.95,63.948,977.5,73.731,72072,0,0,0.489,1.614
2025-03-04 14:39:24,1000,2047,0,1002.312,67.045,1023.5,77,78809.5,0,0,0.512,1.707
2025-03-04 14:39:26,1000,2013,0,1004.455,66.429,1006.5,77,77500.5,0,0,0.421,1.683
2025-03-04 14:39:28,1000,1987,0,1004.421,65.663,993.5,77.001,76500,0,0,0.428,2.665
2025-03-04 14:39:30,1000,1998,0,1003.622,64.944,999,77,76923,0,0,0.471,1.646
2025-03-04 14:39:32,1000,2048,0,1009.407,66.654,1024,77,78848,0,0,0.729,5.65
2025-03-04 14:39:34,1000,1945,0,1002.356,66.841,972.5,76.772,74660.5,0,0,0.402,1.686
2025-03-04 14:39:36,1000,2005,0,1006.944,66.994,1002.5,76,76190,0,0,0.583,3.171
2025-03-04 14:39:38,1000,1989,0,1003.904,66.318,994.5,76,75582,0,0,0.465,1.612
2025-03-04 14:39:40,1000,2056,0,1004.286,66.953,1028,76.523,78666,0,0,0.44,1.71
2025-03-04 14:39:42,1000,2013,0,1002.064,64.636,1006.5,78,78507,0,0,0.583,1.756
2025-03-04 14:39:44,1000,2003,0,1003.858,67.955,1001.5,78,78117,0,0,0.468,1.651
2025-03-04 14:39:46,1000,2001,0,1003.928,64.406,1000.5,77.98,78019,0,0,0.451,1.778
2025-03-04 14:39:48,1000,1997,0,1004.605,65.106,998.5,78,77883,0,0,0.843,2.876
2025-03-04 14:39:50,1000,1996,0,1006.276,66.148,998,78,77844,0,0,0.548,2.264
2025-03-04 14:39:52,1000,1993,0,1005.134,65.418,996.5,77.429,77158,0,0,0.606,1.922
2025-03-04 14:39:54,1000,1991,0,1006.854,64.085,995.5,76,75658,0,0,0.723,2.713
2025-03-04 14:39:56,1000,2000,0,1004.789,65.576,1000,76,76000,0,0,0.573,1.81
2025-03-04 14:39:58,1000,2005,0,1008.144,65.333,1002.5,76.313,76503.5,0,0,0.571,1.913
2025-03-04 14:40:00,1000,2005,0,1003.562,66.234,1002.5,77,77192.5,0,0,0.455,1.664
2025-03-04 14:40:02,1000,2003,0,1004.768,66.995,1001.5,77,77115.5,0,0,0.584,2.139
2025-03-04 14:40:04,1000,2003,0,1003.914,67.685,1001.5,76.968,77083.5,0,0,0.501,2.969
2025-03-04 14:40:06,1000,1980,0,1003.458,64.686,990,77,76230,0,0,0.423,2.077
2025-03-04 14:40:08,1000,1996,0,1000.663,63.423,998,77,76846,0,0,0.515,1.847
2025-03-04 14:40:10,1000,2010,0,1006.545,66.035,1005,77.007,77392,0,0,0.679,3.531
2025-03-04 14:40:12,1000,2007,0,1003.785,64.815,1003.5,77,77269.5,0,0,0.501,1.716
2025-03-04 14:40:14,1000,1991,0,1003.453,67.245,995.5,77,76653.5,0,0,0.5,2.005
2025-03-04 14:40:16,1000,1997,0,1002.385,65.271,998.5,76.994,76878.5,0,0,0.533,1.875
2025-03-04 14:40:18,1000,2056,0,1004.909,65.093,1028,77,79156,0,0,0.479,1.754
2025-03-04 14:40:20,1000,2007,0,1007.177,67.256,1003.5,77,77269.5,0,0,0.602,4.456
2025-03-04 14:40:22,1000,2006,0,1003.36,65.239,1003,76.998,77229,0,0,0.534,1.751
2025-03-04 14:40:24,1000,1980,0,1004.814,65.01,990,77,76230,0,0,0.548,1.703
2025-03-04 14:40:26,1000,2003,0,1015.929,71.737,1001.5,77,77115.5,0,0,1.121,10.545
2025-03-04 14:40:28,1000,1997,0,1003.401,64.848,998.5,77.001,76885.5,0,0,0.626,3.15
2025-03-04 14:40:30,1000,1988,0,1006.191,66.332,994,77,76538,0,0,0.559,1.995
2025-03-04 14:40:32,1000,1989,0,1008.127,66.488,994.5,77,76576.5,0,0,0.641,3.714
2025-03-04 14:40:34,1000,2003,0,1006.295,66.002,1001.5,76.617,76732,0,0,0.572,2.008
2025-03-04 14:40:36,1000,1998,0,1007.478,67.131,999,76,75924,0,0,0.605,3.31
2025-03-04 14:40:38,1000,1997,0,1003.493,64.577,998.5,76,75886,0,0,0.399,1.656
2025-03-04 14:40:40,1000,1989,0,1007.859,66.623,994.5,76.014,75595.5,0,0,0.505,2.976
2025-03-04 14:40:42,1000,2016,0,1001.999,65.695,1008,76,76608,0,0,0.534,1.638
2025-03-04 14:40:44,1000,2003,0,1004.555,67.114,1001.5,76,76114,0,0,0.491,1.636
2025-03-04 14:40:46,1000,1991,0,1007.775,65.531,995.5,76.45,76106,0,0,0.514,1.666
2025-03-04 14:40:48,1000,2005,0,1005.043,65.156,1002.5,77,77192.5,0,0,0.573,2.01
2025-03-04 14:40:50,1000,2038,0,1004.262,66.805,1019,77,78463,0,0,0.464,1.708
2025-03-04 14:40:52,1000,2008,0,1005.754,66.508,1004,76.956,77264,0,0,1.009,4.156
2025-03-04 14:40:54,1000,2017,0,1005.279,64.72,1008.5,77,77654.5,0,0,0.752,2.619
2025-03-04 14:40:56,1000,1998,0,1003.944,63.562,999,77,76923,0,0,0.559,1.685
2025-03-04 14:40:58,1000,1991,0,1003.914,65.245,995.5,75.028,74690,0,0,0.597,1.779
2025-03-04 14:41:00,1000,1986,0,1007.217,65.8,993,73,72489,0,0,0.615,2.87
2025-03-04 14:41:02,1000,2000,0,1005.715,66.614,1000,73,73000,0,0,0.468,1.998
2025-03-04 14:41:04,1000,2006,0,1007.709,66.343,1003,73.557,73777.5,0,0,0.579,4.671
2025-03-04 14:41:06,1000,2055,0,1006.773,65.311,1027.5,74,76035,0,0,0.498,1.742
2025-03-04 14:41:08,1000,1473,0,1007.521,64.452,736.5,74,54501,0,0,0.596,3.727
2025-03-04 14:41:10,1000,2001,0,1004.702,67.314,1000.5,74.645,74682,0,0,0.386,1.949
2025-03-04 14:41:12,1000,2002,0,1003.045,66.316,1001,76,76076,0,0,0.503,1.799
2025-03-04 14:41:14,1000,1990,0,1006.211,67.394,995,76,75620,0,0,0.391,1.625
2025-03-04 14:41:16,1000,2006,0,1004.265,66.508,1003,76.642,76871.5,0,0,0.479,1.599
2025-03-04 14:41:18,1000,2002,0,1014.366,71.99,1001,78,78078,0,0,2.28,9.688
2025-03-04 14:41:20,1000,1988,0,1006.572,65.598,994,78,77532,0,0,0.534,1.634
2025-03-04 14:41:22,1000,1996,0,1005.194,64.694,998,77.996,77840,0,0,0.555,1.802
2025-03-04 14:41:24,1000,2006,0,1005.307,66.31,1003,78,78234,0,0,1.011,3.582
2025-03-04 14:41:26,1000,1996,0,1006.296,67.225,998,78,77844,0,0,0.512,5.042
2025-03-04 14:41:28,1000,1999,0,1004.071,64.503,999.5,77.237,77198,0,0,0.471,1.918
2025-03-04 14:41:30,1000,2007,0,1001.506,67.354,1003.5,76,76266,0,0,0.586,1.666
2025-03-04 14:41:32,1000,1993,0,1006.375,65.534,996.5,76,75734,0,0,0.574,1.869
2025-03-04 14:41:34,1000,2009,0,1002.053,65.942,1004.5,76.397,76740.5,0,0,0.477,1.751
2025-03-04 14:41:36,1000,2001,0,1007.894,65.829,1000.5,77,77038.5,0,0,0.555,2.862
2025-03-04 14:41:38,1000,2003,0,1004.157,65.659,1001.5,77,77115.5,0,0,0.348,1.622
2025-03-04 14:41:40,1000,2002,0,1003.929,64.892,1001,77.402,77479,0,0,0.481,1.588
2025-03-04 14:41:42,1000,2008,0,1003.198,66.34,1004,78,78312,0,0,0.641,1.733
2025-03-04 14:41:44,1000,2002,0,1005.501,63.641,1001,78,78078,0,0,0.492,2.093
2025-03-04 14:41:46,1000,1999,0,1003.015,66.713,999.5,77.999,77960.5,0,0,0.455,1.559
2025-03-04 14:41:48,1000,1986,0,1005.387,64.616,993,78,77454,0,0,0.567,1.654
2025-03-04 14:41:50,1000,2000,0,1004.431,63.934,1000,78,78000,0,0,0.462,1.704
2025-03-04 14:41:52,1000,2012,0,1002.031,65.566,1006,77.569,78034,0,0,0.508,2.6
2025-03-04 14:41:54,1000,1977,0,1003.562,64.925,988.5,77,76114.5,0,0,0.574,1.838
2025-03-04 14:41:56,1000,2015,0,1005.299,66.319,1007.5,77,77577.5,0,0,0.619,3.543
2025-03-04 14:41:58,1000,2003,0,1005.231,67.247,1001.5,76.997,77112,0,0,0.529,3.633
2025-03-04 14:42:00,1000,2011,0,1001.783,64.951,1005.5,77,77423.5,0,0,0.61,1.748
2025-03-04 14:42:02,1000,1994,0,1005.556,64.312,997,77,76769,0,0,0.407,1.512
