DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-03-04 15:27:34,25,18,0,1034.5,54.561,9,74,666,0,0,9.5,23.722
2025-03-04 15:27:36,46,59,0,1014.237,58.763,29.5,74,2183,0,0,1.831,4.153
2025-03-04 15:27:38,61,104,0,997.173,67.026,52,74,3848,0,0,1.567,3.731
2025-03-04 15:27:40,81,63,0,1094.937,278.502,31.5,74.063,2333,0,0,1.111,94.825
2025-03-04 15:27:42,100,143,0,1550.483,1127.765,71.5,73.441,5251,0,0,0.888,551.853
2025-03-04 15:27:44,122,219,0,1123.662,639.271,109.5,74.872,8198.5,0,0,0.909,117.406
2025-03-04 15:27:46,141,263,0,1011.935,68.578,131.5,75,9862.5,0,0,0.992,2.726
2025-03-04 15:27:48,160,300,0,1007.083,67.257,150,75,11250,0,0,1.22,3.217
2025-03-04 15:27:50,181,87,0,1028.149,117.292,43.5,74.437,3238,0,0,0.862,18.897
2025-03-04 15:27:52,201,170,0,1377.747,890.807,85,73.771,6270.5,0,0,0.753,373.688
2025-03-04 15:27:54,223,225,0,1091.089,596.166,112.5,73.964,8321,0,0,0.684,90.902
2025-03-04 15:27:56,244,333,0,1622.018,1823.441,166.5,73.078,12167.5,0,0,0.574,613.757
2025-03-04 15:27:58,262,395,0,1258.233,1489.565,197.5,73.491,14514.5,0,0,0.494,252.116
2025-03-04 15:28:00,283,503,0,1646.286,2424.609,251.5,73.557,18499.5,0,0,0.517,642.274
2025-03-04 15:28:02,303,577,0,1389.73,2090.432,288.5,73.96,21337.5,0,0,0.716,388.362
2025-03-04 15:28:04,324,637,0,1008.325,64.281,318.5,74,23569,0,0,0.689,2.195
2025-03-04 15:28:06,344,663,0,1005.869,68.08,331.5,74,24531,0,0,1.235,2.971
2025-03-04 15:28:08,365,44,0,993.477,68.783,22,74,1628,0,0,0.591,1.955
2025-03-04 15:28:10,385,40,0,1418.225,944.309,20,72.975,1459.5,0,0,0.6,435.075
2025-03-04 15:28:12,404,158,0,2547.791,2231.888,79,73.627,5816.5,0,0,0.557,1540.956
2025-03-04 15:28:14,426,225,0,1094.044,760.408,112.5,72.844,8195,0,0,0.498,89.671
2025-03-04 15:28:16,445,285,0,1476.147,2021.65,142.5,71.589,10201.5,0,0,0.523,478.34
2025-03-04 15:28:18,464,390,0,1642.882,2564.031,195,72.705,14177.5,0,0,0.5,642.341
2025-03-04 15:28:20,486,472,0,1673.803,2835.196,236,73.824,17422.5,0,0,0.453,670.265
2025-03-04 15:28:22,504,542,0,1356.959,2280.316,271,73.006,19784.5,0,0,0.458,357.769
2025-03-04 15:28:24,524,634,0,1707.591,3334.531,317,73.726,23371,0,0,0.397,702.107
2025-03-04 15:28:26,544,713,0,1470.697,2902.333,356.5,73.22,26103,0,0,0.443,467.251
2025-03-04 15:28:28,565,815,0,1739.702,3825.139,407.5,73.553,29973,0,0,0.378,734.571
2025-03-04 15:28:30,584,858,0,1320.783,2655.229,429,73.992,31742.5,0,0,0.457,317.555
2025-03-04 15:28:32,606,966,0,1710.334,4106.386,483,73.13,35322,0,0,0.423,710.045
2025-03-04 15:28:34,625,1090,0,1812.634,4526.325,545,73.585,40104,0,0,0.414,813.345
2025-03-04 15:28:36,644,1126,0,1055.956,1183.089,563,73.42,41335.5,0,0,0.353,51.324
2025-03-04 15:28:38,665,1200,0,1744.696,4720.235,600,72.748,43648.5,0,0,0.294,743.472
2025-03-04 15:28:40,685,1312,0,1827.639,5122.402,656,72.683,47680,0,0,0.309,823.223
2025-03-04 15:28:42,706,1391,0,1238.846,2781.215,695.5,74.916,52104,0,0,0.367,237.896
2025-03-04 15:28:44,725,1424,0,1003.404,66.901,712,75,53400,0,0,0.337,1.444
2025-03-04 15:28:46,744,1305,0,1004.949,65.922,652.5,75,48937.5,0,0,0.343,1.55
2025-03-04 15:28:48,764,45,0,1341.978,598.855,22.5,74.067,1666.5,0,0,0.422,323.133
2025-03-04 15:28:50,786,118,0,1772.297,1485.574,59,73.644,4345,0,0,0.559,774.068
2025-03-04 15:28:52,806,195,0,1297.231,1177.823,97.5,73.979,7213,0,0,0.503,297.005
2025-03-04 15:28:54,825,268,0,1548.127,2005.716,134,73.821,9892,0,0,0.425,554.985
2025-03-04 15:28:56,846,366,0,1531.167,2008.802,183,74.475,13629,0,0,0.369,521.541
2025-03-04 15:28:58,866,412,0,1287.842,1785.192,206,72.522,14939.5,0,0,0.347,281.643
2025-03-04 15:29:00,888,516,0,1794.612,3143.4,258,72.907,18810,0,0,0.384,794.789
2025-03-04 15:29:02,905,595,0,1443.563,2581.223,297.5,73.36,21824.5,0,0,0.313,443.055
2025-03-04 15:29:04,925,675,0,1553.388,2993.932,337.5,73.763,24895,0,0,0.271,550.006
2025-03-04 15:29:06,945,753,0,1650.108,3484.153,376.5,73.331,27609,0,0,0.252,646.521
2025-03-04 15:29:08,964,867,0,1673.64,3657.935,433.5,74.43,32265.5,0,0,0.285,669.577
2025-03-04 15:29:10,984,918,0,1154.491,1861.891,459,73.937,33937,0,0,0.221,151.866
2025-03-04 15:29:12,1000,1037,0,1965.966,4801.488,518.5,73.807,38269,0,0,0.187,962.626
2025-03-04 15:29:14,1000,1053,0,1005.143,64.933,526.5,75,39487.5,0,0,0.209,1.285
2025-03-04 15:29:16,1000,1109,0,2257.06,5967.443,554.5,73.564,40791,0,0,0.302,1255.902
2025-03-04 15:29:18,1000,1164,0,1184.745,2341.809,582,73.367,42699.5,0,0,0.276,183.538
2025-03-04 15:29:20,1000,1160,0,1065.491,1395.89,580,73.219,42467,0,0,0.273,59.446
2025-03-04 15:29:22,1000,864,0,2000.704,5764.387,432,72.098,31146.5,0,0,0.381,996.764
2025-03-04 15:29:24,1000,1249,0,1431.809,3902.114,624.5,74.24,46363,0,0,0.374,431.414
2025-03-04 15:29:26,1000,1300,0,2166.016,6608.252,650,72.764,47296.5,0,0,0.344,1163.513
2025-03-04 15:29:28,1000,1338,0,1432.266,4199.927,669,70.488,47156.5,0,0,0.475,433.522
2025-03-04 15:29:30,1000,1396,0,1746.988,5515.675,698,74.605,52074.5,0,0,0.383,746.209
2025-03-04 15:29:32,1000,1406,0,1193.323,2909.47,703,72.585,51027.5,0,0,0.459,191.827
2025-03-04 15:29:34,1000,1440,0,1846.165,6191.922,720,73.236,52730,0,0,0.384,841.377
2025-03-04 15:29:36,1000,1538,0,2125.445,7253.049,769,73.432,56469,0,0,0.32,1124.397
2025-03-04 15:29:38,1000,1545,0,1166.517,2867.517,772.5,73.363,56673,0,0,0.355,164.819
2025-03-04 15:29:40,1000,1617,0,2160.238,7662.785,808.5,73.233,59209,0,0,0.282,1157.481
2025-03-04 15:29:42,1000,1623,0,1307.513,4051.505,811.5,73.124,59340,0,0,0.272,303.791
2025-03-04 15:29:44,1000,1698,0,1954.991,7205.146,849,73.504,62405,0,0,0.319,951.067
2025-03-04 15:29:46,1000,1684,0,1040.706,1438.145,842,73.837,62171,0,0,0.229,36.338
2025-03-04 15:29:48,1000,1820,146,1230.986,3691.669,910,73.784,67143,0,0,0.203,362.842
2025-03-04 15:29:50,1000,1990,0,1004.689,65.022,995,74,73630,0,0,0.27,1.819
2025-03-04 15:29:52,1000,1917,0,1004.112,65.312,958.5,74,70929,0,0,0.251,1.655
2025-03-04 15:29:54,1000,77,0,1005.883,61.959,38.5,74,2849,0,0,0.234,1.688
2025-03-04 15:29:56,1000,0,0,0,0,0,0,0,0,0,0,0
2025-03-04 15:29:58,1000,1,0,6827,0,0.5,74,37,0,0,0,5882
