Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741068940,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,10.71%,"10.98MiB / 20MiB",54.90%,"10.1MB / 9.5MB","0B / 1.54MB",13
1741068940,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.17%,"65.71MiB / 7.653GiB",0.84%,"34.6kB / 41.5kB","0B / 16.4kB",30
1741068940,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.17%,"53.51MiB / 100MiB",53.51%,"24kB / 17kB","0B / 201kB",22
1741068952,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,17.75%,"12.24MiB / 20MiB",61.19%,"14.8MB / 13.9MB","0B / 2.71MB",13
1741068952,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.26%,"65.71MiB / 7.653GiB",0.84%,"43.4kB / 52.7kB","0B / 16.4kB",30
1741068952,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.22%,"53.5MiB / 100MiB",53.50%,"30.1kB / 21.5kB","0B / 201kB",21
1741068964,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,12.71%,"11.94MiB / 20MiB",59.71%,"20.3MB / 19.1MB","0B / 4.06MB",13
1741068964,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.32%,"65.78MiB / 7.653GiB",0.84%,"54.9kB / 67.4kB","0B / 16.4kB",30
1741068964,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.26%,"53.61MiB / 100MiB",53.61%,"37.9kB / 27.4kB","0B / 201kB",23
1741068976,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,12.84%,"11.6MiB / 20MiB",58.01%,"26.7MB / 25.1MB","0B / 6.54MB",13
1741068976,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.18%,"66MiB / 7.653GiB",0.84%,"81.2kB / 101kB","0B / 16.4kB",30
1741068976,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.18%,"66.93MiB / 100MiB",66.93%,"56.5kB / 41kB","0B / 201kB",38
1741068988,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,16.91%,"12.18MiB / 20MiB",60.92%,"33.9MB / 31.9MB","0B / 7.85MB",13
1741068988,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.16%,"66.25MiB / 7.653GiB",0.85%,"113kB / 142kB","0B / 16.4kB",30
1741068988,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.11%,"82.87MiB / 100MiB",82.87%,"79.2kB / 57.1kB","0B / 201kB",42
1741069000,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,10.77%,"11.99MiB / 20MiB",59.96%,"41.2MB / 38.7MB","0B / 9.26MB",13
1741069000,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.11%,"66.36MiB / 7.653GiB",0.85%,"133kB / 169kB","0B / 16.4kB",30
1741069000,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.12%,"69.75MiB / 100MiB",69.75%,"93.5kB / 67.4kB","242kB / 4.96MB",28
1741069012,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,11.03%,"12.33MiB / 20MiB",61.66%,"48.5MB / 45.5MB","0B / 11.9MB",13
1741069012,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.14%,"66.46MiB / 7.653GiB",0.85%,"148kB / 188kB","0B / 16.4kB",30
1741069012,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.18%,"69.61MiB / 100MiB",69.61%,"104kB / 75.3kB","266kB / 4.96MB",25
1741069024,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,10.77%,"12.31MiB / 20MiB",61.54%,"55.8MB / 52.4MB","0B / 13.3MB",13
1741069024,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.13%,"66.5MiB / 7.653GiB",0.85%,"164kB / 208kB","0B / 16.4kB",30
1741069024,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.16%,"74.06MiB / 100MiB",74.06%,"115kB / 83.3kB","279kB / 4.96MB",27
1741069037,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,11.06%,"12.36MiB / 20MiB",61.78%,"63.1MB / 59.2MB","0B / 14.5MB",13
1741069037,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.16%,"66.48MiB / 7.653GiB",0.85%,"169kB / 215kB","0B / 16.4kB",30
1741069037,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.15%,"73.76MiB / 100MiB",73.76%,"119kB / 86.3kB","279kB / 4.96MB",19
1741069049,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,11.23%,"12.57MiB / 20MiB",62.83%,"70.4MB / 66.1MB","0B / 17MB",13
1741069049,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.15%,"66.61MiB / 7.653GiB",0.85%,"186kB / 237kB","0B / 16.4kB",30
1741069049,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.16%,"73.54MiB / 100MiB",73.54%,"131kB / 95kB","279kB / 4.96MB",29
1741069061,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,10.76%,"12.15MiB / 20MiB",60.74%,"77.6MB / 72.9MB","0B / 18.4MB",13
1741069061,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.15%,"66.62MiB / 7.653GiB",0.85%,"205kB / 261kB","0B / 16.4kB",30
1741069061,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.17%,"73.6MiB / 100MiB",73.60%,"144kB / 104kB","279kB / 4.96MB",30
1741069073,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,11.76%,"12.14MiB / 20MiB",60.70%,"85MB / 79.8MB","0B / 19.7MB",13
1741069073,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.16%,"66.73MiB / 7.653GiB",0.85%,"251kB / 321kB","0B / 16.4kB",30
1741069073,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.18%,"73.18MiB / 100MiB",73.18%,"177kB / 127kB","283kB / 4.96MB",46
1741069085,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,11.29%,"12.29MiB / 20MiB",61.46%,"92.3MB / 86.6MB","0B / 22.2MB",13
1741069085,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.14%,"66.82MiB / 7.653GiB",0.85%,"301kB / 387kB","0B / 16.4kB",30
1741069085,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.16%,"73.77MiB / 100MiB",73.77%,"213kB / 153kB","287kB / 4.96MB",51
1741069097,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,10.81%,"12.3MiB / 20MiB",61.48%,"99.6MB / 93.5MB","0B / 23.5MB",13
1741069097,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.13%,"66.9MiB / 7.653GiB",0.85%,"320kB / 412kB","0B / 16.4kB",30
1741069097,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.17%,"72.66MiB / 100MiB",72.66%,"226kB / 163kB","287kB / 4.96MB",31
1741069109,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,11.64%,"12.73MiB / 20MiB",63.67%,"107MB / 100MB","0B / 26MB",13
1741069109,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.15%,"66.89MiB / 7.653GiB",0.85%,"336kB / 431kB","0B / 16.4kB",30
1741069109,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.17%,"72.34MiB / 100MiB",72.34%,"237kB / 171kB","287kB / 4.96MB",24
1741069121,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,12.65%,"12.64MiB / 20MiB",63.20%,"114MB / 107MB","0B / 27.3MB",13
1741069121,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.17%,"66.88MiB / 7.653GiB",0.85%,"353kB / 452kB","0B / 16.4kB",30
1741069121,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.17%,"76.77MiB / 100MiB",76.77%,"249kB / 180kB","287kB / 4.96MB",27
1741069133,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,11.30%,"12.92MiB / 20MiB",64.59%,"121MB / 114MB","0B / 29.7MB",13
1741069133,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.15%,"66.88MiB / 7.653GiB",0.85%,"369kB / 473kB","0B / 16.4kB",30
1741069133,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.18%,"75.26MiB / 100MiB",75.26%,"260kB / 188kB","287kB / 4.96MB",25
1741069145,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,12.35%,"12.38MiB / 20MiB",61.91%,"129MB / 121MB","0B / 31MB",13
1741069145,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.18%,"66.88MiB / 7.653GiB",0.85%,"385kB / 493kB","0B / 16.4kB",30
1741069145,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.23%,"75.42MiB / 100MiB",75.42%,"271kB / 197kB","287kB / 4.96MB",28
1741069157,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,11.75%,"12.82MiB / 20MiB",64.08%,"136MB / 128MB","0B / 33.4MB",13
1741069157,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.17%,"66.88MiB / 7.653GiB",0.85%,"404kB / 517kB","0B / 16.4kB",30
1741069157,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.22%,"77.47MiB / 100MiB",77.47%,"284kB / 206kB","287kB / 4.96MB",26
1741069169,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,12.44%,"12.92MiB / 20MiB",64.61%,"143MB / 134MB","0B / 34.9MB",13
1741069169,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.15%,"66.95MiB / 7.653GiB",0.85%,"461kB / 592kB","0B / 16.4kB",30
1741069169,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.32%,"84.36MiB / 100MiB",84.36%,"325kB / 235kB","930kB / 4.96MB",56
1741069181,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,0.00%,"12.12MiB / 20MiB",60.62%,"148MB / 139MB","0B / 36.1MB",13
1741069181,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.40%,"66.94MiB / 7.653GiB",0.85%,"479kB / 614kB","0B / 16.4kB",30
1741069181,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.46%,"79.93MiB / 100MiB",79.93%,"336kB / 245kB","930kB / 4.96MB",28
1741069193,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,0.00%,"12.11MiB / 20MiB",60.55%,"148MB / 139MB","0B / 36.5MB",13
1741069193,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.25%,"66.91MiB / 7.653GiB",0.85%,"479kB / 614kB","0B / 16.4kB",30
1741069193,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.26%,"79.92MiB / 100MiB",79.92%,"336kB / 245kB","930kB / 4.96MB",28
1741069206,8c1f75779d18,reverse_proxy_test-cache-1,8c1f75779d18,0.00%,"12.11MiB / 20MiB",60.55%,"148MB / 139MB","0B / 36.5MB",13
1741069206,1cfbd8856e2c,reverse_proxy_test-lb-1,1cfbd8856e2c,0.25%,"66.95MiB / 7.653GiB",0.85%,"479kB / 614kB","0B / 16.4kB",30
1741069206,1c49572c3806,reverse_proxy_test-api-1,1c49572c3806,0.29%,"79.92MiB / 100MiB",79.92%,"336kB / 245kB","930kB / 4.96MB",28
