Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741067595,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,14.35%,"12.02MiB / 20MiB",60.10%,"79.6MB / 74.7MB","0B / 18.5MB",13
1741067595,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.35%,"64.61MiB / 7.653GiB",0.82%,"240kB / 305kB","0B / 16.4kB",29
1741067595,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.26%,"74.91MiB / 200MiB",37.46%,"167kB / 123kB","0B / 201kB",49
1741067607,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,13.85%,"12.59MiB / 20MiB",62.97%,"86.9MB / 81.5MB","0B / 21.1MB",13
1741067607,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.18%,"64.66MiB / 7.653GiB",0.82%,"272kB / 346kB","0B / 16.4kB",29
1741067607,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.20%,"67.94MiB / 200MiB",33.97%,"190kB / 139kB","0B / 201kB",38
1741067619,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,12.40%,"12.54MiB / 20MiB",62.70%,"94.2MB / 88.4MB","0B / 22.4MB",13
1741067619,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.16%,"64.71MiB / 7.653GiB",0.83%,"283kB / 360kB","0B / 16.4kB",29
1741067619,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.21%,"67.15MiB / 200MiB",33.57%,"198kB / 145kB","0B / 201kB",23
1741067631,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,11.74%,"12.92MiB / 20MiB",64.59%,"101MB / 95.2MB","0B / 24.8MB",13
1741067631,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.15%,"64.73MiB / 7.653GiB",0.83%,"312kB / 397kB","0B / 16.4kB",29
1741067631,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.16%,"73.53MiB / 200MiB",36.77%,"218kB / 159kB","0B / 201kB",34
1741067643,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,11.28%,"12.52MiB / 20MiB",62.60%,"109MB / 102MB","0B / 26MB",13
1741067643,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.13%,"64.75MiB / 7.653GiB",0.83%,"328kB / 418kB","0B / 16.4kB",29
1741067643,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.18%,"73.2MiB / 200MiB",36.60%,"229kB / 168kB","0B / 201kB",28
1741067656,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,12.86%,"12.83MiB / 20MiB",64.14%,"116MB / 109MB","0B / 28.4MB",13
1741067656,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.25%,"64.77MiB / 7.653GiB",0.83%,"347kB / 443kB","0B / 16.4kB",29
1741067656,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.18%,"67.63MiB / 200MiB",33.81%,"243kB / 178kB","0B / 201kB",31
1741067668,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,12.71%,"12.99MiB / 20MiB",64.96%,"123MB / 116MB","0B / 29.7MB",13
1741067668,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.15%,"64.82MiB / 7.653GiB",0.83%,"378kB / 483kB","0B / 16.4kB",29
1741067668,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.17%,"69.62MiB / 200MiB",34.81%,"265kB / 193kB","0B / 201kB",39
1741067680,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,12.08%,"12.82MiB / 20MiB",64.12%,"131MB / 123MB","0B / 32MB",13
1741067680,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.16%,"64.81MiB / 7.653GiB",0.83%,"387kB / 494kB","0B / 16.4kB",29
1741067680,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.18%,"68.07MiB / 200MiB",34.04%,"271kB / 198kB","0B / 201kB",22
1741067692,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,13.23%,"12.75MiB / 20MiB",63.73%,"138MB / 129MB","0B / 33.4MB",13
1741067692,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.14%,"64.81MiB / 7.653GiB",0.83%,"432kB / 552kB","0B / 16.4kB",29
1741067692,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.17%,"72.34MiB / 200MiB",36.17%,"303kB / 221kB","0B / 201kB",50
1741067704,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,11.38%,"12.7MiB / 20MiB",63.50%,"145MB / 136MB","0B / 34.7MB",13
1741067704,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.16%,"64.83MiB / 7.653GiB",0.83%,"454kB / 580kB","0B / 16.4kB",29
1741067704,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.17%,"83.35MiB / 200MiB",41.67%,"318kB / 232kB","0B / 201kB",35
1741067716,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,0.01%,"12.06MiB / 20MiB",60.29%,"149MB / 139MB","0B / 35.9MB",13
1741067716,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.60%,"64.83MiB / 7.653GiB",0.83%,"464kB / 592kB","0B / 16.4kB",29
1741067716,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.31%,"98.28MiB / 200MiB",49.14%,"324kB / 237kB","0B / 201kB",35
1741067728,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,0.00%,"12.06MiB / 20MiB",60.29%,"149MB / 139MB","0B / 36.6MB",13
1741067728,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.22%,"64.85MiB / 7.653GiB",0.83%,"464kB / 592kB","0B / 16.4kB",29
1741067728,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.28%,"111.3MiB / 200MiB",55.67%,"324kB / 237kB","0B / 201kB",35
1741067740,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,0.00%,"12.06MiB / 20MiB",60.29%,"149MB / 139MB","0B / 36.6MB",13
1741067740,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.27%,"64.88MiB / 7.653GiB",0.83%,"464kB / 592kB","0B / 16.4kB",29
1741067740,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.27%,"122.2MiB / 200MiB",61.09%,"324kB / 237kB","0B / 201kB",35
1741067752,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,0.00%,"12.06MiB / 20MiB",60.29%,"149MB / 139MB","0B / 36.6MB",13
1741067752,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.26%,"64.87MiB / 7.653GiB",0.83%,"464kB / 592kB","0B / 16.4kB",29
1741067752,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.28%,"122.2MiB / 200MiB",61.09%,"324kB / 237kB","0B / 201kB",35
1741067764,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,0.00%,"12.06MiB / 20MiB",60.29%,"149MB / 139MB","0B / 36.6MB",13
1741067764,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.26%,"64.87MiB / 7.653GiB",0.83%,"464kB / 592kB","0B / 16.4kB",29
1741067764,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.27%,"122.2MiB / 200MiB",61.09%,"324kB / 237kB","0B / 201kB",35
1741067776,90eef724460b,reverse_proxy_test-cache-1,90eef724460b,0.00%,"12.05MiB / 20MiB",60.25%,"149MB / 139MB","0B / 36.6MB",13
1741067776,e1c8975346eb,reverse_proxy_test-lb-1,e1c8975346eb,0.30%,"64.87MiB / 7.653GiB",0.83%,"464kB / 592kB","0B / 16.4kB",29
1741067776,78d67e8bb932,reverse_proxy_test-api-1,78d67e8bb932,0.28%,"122.2MiB / 200MiB",61.09%,"324kB / 237kB","0B / 201kB",35
