Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741066666,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.22%,"54.7MiB / 100MiB",54.70%,"10.5kB / 7.07kB","0B / 201kB",20
1741066678,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,10.13%,"11.92MiB / 20MiB",59.61%,"7.91MB / 7.43MB","0B / 1.87MB",13
1741066678,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.17%,"65.68MiB / 7.653GiB",0.84%,"27.2kB / 31.4kB","0B / 16.4kB",30
1741066678,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.21%,"56.39MiB / 100MiB",56.39%,"18.4kB / 13.3kB","0B / 201kB",24
1741066690,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,9.06%,"11.14MiB / 20MiB",55.70%,"12.1MB / 11.4MB","0B / 1.89MB",13
1741066690,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.16%,"65.68MiB / 7.653GiB",0.84%,"33.4kB / 38.9kB","0B / 16.4kB",30
1741066690,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.20%,"56.25MiB / 100MiB",56.25%,"22.5kB / 16.7kB","0B / 201kB",20
1741066702,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,13.36%,"11.23MiB / 20MiB",56.13%,"17.2MB / 16.1MB","0B / 3.22MB",13
1741066702,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.16%,"65.84MiB / 7.653GiB",0.84%,"54.5kB / 66.1kB","0B / 16.4kB",30
1741066702,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.17%,"64.21MiB / 100MiB",64.21%,"37.2kB / 27.4kB","0B / 201kB",28
1741066715,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,13.59%,"11.46MiB / 20MiB",57.30%,"23.1MB / 21.7MB","0B / 4.49MB",13
1741066715,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.19%,"65.83MiB / 7.653GiB",0.84%,"60.7kB / 73.5kB","0B / 16.4kB",30
1741066715,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.21%,"74.3MiB / 100MiB",74.30%,"41.3kB / 30.8kB","0B / 201kB",20
1741066727,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,13.26%,"12.04MiB / 20MiB",60.21%,"30MB / 28.1MB","0B / 7.14MB",13
1741066727,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.23%,"65.97MiB / 7.653GiB",0.84%,"83.6kB / 103kB","0B / 16.4kB",30
1741066727,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.17%,"74.98MiB / 100MiB",74.98%,"57.6kB / 42.4kB","0B / 201kB",28
1741066739,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,11.31%,"12.23MiB / 20MiB",61.13%,"37.2MB / 35MB","0B / 8.47MB",13
1741066739,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.14%,"66.07MiB / 7.653GiB",0.84%,"94.4kB / 117kB","0B / 16.4kB",31
1741066739,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.16%,"74.74MiB / 100MiB",74.74%,"64.9kB / 48kB","0B / 201kB",23
1741066751,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,13.75%,"12MiB / 20MiB",60.00%,"44.5MB / 41.8MB","0B / 10MB",13
1741066751,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.15%,"66.29MiB / 7.653GiB",0.85%,"128kB / 161kB","0B / 16.4kB",31
1741066751,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.18%,"81.65MiB / 100MiB",81.65%,"88.9kB / 65.3kB","0B / 201kB",38
1741066763,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,13.21%,"11.93MiB / 20MiB",59.67%,"51.9MB / 48.6MB","0B / 11.4MB",13
1741066763,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.15%,"66.43MiB / 7.653GiB",0.85%,"151kB / 190kB","0B / 16.4kB",31
1741066763,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.19%,"83.63MiB / 100MiB",83.63%,"105kB / 77kB","0B / 201kB",31
1741066775,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,12.11%,"11.84MiB / 20MiB",59.18%,"59.1MB / 55.5MB","0B / 14.1MB",13
1741066775,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.15%,"66.46MiB / 7.653GiB",0.85%,"167kB / 210kB","0B / 16.4kB",31
1741066775,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.21%,"81.98MiB / 100MiB",81.98%,"116kB / 85.3kB","0B / 201kB",26
1741066787,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,13.68%,"12.3MiB / 20MiB",61.48%,"66.4MB / 62.3MB","0B / 15.3MB",13
1741066787,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.37%,"66.5MiB / 7.653GiB",0.85%,"173kB / 217kB","0B / 16.4kB",31
1741066787,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.20%,"81.71MiB / 100MiB",81.71%,"120kB / 88.2kB","0B / 201kB",21
1741066799,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,14.35%,"11.77MiB / 20MiB",58.87%,"73.7MB / 69.2MB","0B / 17.9MB",13
1741066799,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.15%,"66.54MiB / 7.653GiB",0.85%,"185kB / 232kB","0B / 16.4kB",31
1741066799,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.30%,"81.9MiB / 100MiB",81.90%,"128kB / 94.5kB","0B / 201kB",25
1741066811,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,11.96%,"11.82MiB / 20MiB",59.10%,"81MB / 76MB","0B / 19.3MB",13
1741066811,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.17%,"66.57MiB / 7.653GiB",0.85%,"215kB / 271kB","0B / 16.4kB",31
1741066811,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.16%,"81.3MiB / 100MiB",81.30%,"149kB / 110kB","0B / 201kB",37
1741066823,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,35.06%,"12.64MiB / 20MiB",63.18%,"88.3MB / 82.9MB","0B / 20.7MB",13
1741066823,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.31%,"66.57MiB / 7.653GiB",0.85%,"232kB / 293kB","0B / 16.4kB",31
1741066823,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.57%,"82.8MiB / 100MiB",82.80%,"161kB / 119kB","0B / 201kB",25
1741066835,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,11.90%,"12.63MiB / 20MiB",63.14%,"95.6MB / 89.7MB","0B / 23.2MB",13
1741066835,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.15%,"66.57MiB / 7.653GiB",0.85%,"250kB / 317kB","0B / 16.4kB",31
1741066835,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.19%,"81.51MiB / 100MiB",81.51%,"174kB / 128kB","0B / 201kB",27
1741066847,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,12.58%,"12.17MiB / 20MiB",60.86%,"103MB / 96.5MB","0B / 24.3MB",13
1741066847,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.15%,"66.59MiB / 7.653GiB",0.85%,"265kB / 335kB","0B / 16.4kB",31
1741066847,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.16%,"81.47MiB / 100MiB",81.47%,"184kB / 136kB","0B / 201kB",25
1741066860,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,11.77%,"12.84MiB / 20MiB",64.22%,"110MB / 103MB","0B / 25.8MB",13
1741066860,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.14%,"66.64MiB / 7.653GiB",0.85%,"294kB / 373kB","0B / 16.4kB",31
1741066860,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.17%,"81.09MiB / 100MiB",81.09%,"205kB / 151kB","0B / 201kB",33
1741066872,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,12.13%,"11.99MiB / 20MiB",59.94%,"117MB / 110MB","0B / 28.3MB",13
1741066872,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.15%,"66.65MiB / 7.653GiB",0.85%,"312kB / 397kB","0B / 16.4kB",31
1741066872,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.15%,"83.11MiB / 100MiB",83.11%,"218kB / 160kB","0B / 201kB",29
1741066884,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,29.60%,"12.08MiB / 20MiB",60.41%,"125MB / 117MB","0B / 29.4MB",13
1741066884,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.22%,"66.66MiB / 7.653GiB",0.85%,"325kB / 413kB","0B / 16.4kB",31
1741066884,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,2.39%,"82.1MiB / 100MiB",82.10%,"227kB / 166kB","0B / 201kB",22
1741066896,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,13.76%,"12.35MiB / 20MiB",61.76%,"132MB / 124MB","0B / 31.9MB",13
1741066896,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.16%,"66.68MiB / 7.653GiB",0.85%,"342kB / 435kB","0B / 16.4kB",31
1741066896,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.16%,"80.78MiB / 100MiB",80.78%,"239kB / 175kB","0B / 201kB",26
1741066908,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,11.70%,"12.39MiB / 20MiB",61.93%,"139MB / 131MB","0B / 33.2MB",13
1741066908,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.16%,"66.66MiB / 7.653GiB",0.85%,"349kB / 444kB","0B / 16.4kB",31
1741066908,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.19%,"80.58MiB / 100MiB",80.58%,"243kB / 179kB","0B / 201kB",20
1741066920,06ca8642fbb9,reverse_proxy_test-cache-1,06ca8642fbb9,12.47%,"12.11MiB / 20MiB",60.55%,"147MB / 138MB","0B / 34.7MB",13
1741066920,7d856e84d64c,reverse_proxy_test-lb-1,7d856e84d64c,0.22%,"66.76MiB / 7.653GiB",0.85%,"400kB / 511kB","0B / 16.4kB",31
1741066920,ef503a49becd,reverse_proxy_test-api-1,ef503a49becd,0.15%,"85.05MiB / 100MiB",85.05%,"280kB / 204kB","0B / 201kB",50
